run_id,target,kfold5_block20,kfold5_random,kfold5_window,gap_vs_owner,gap_vs_block20
C1D01_curve1d_kndvi,hill_q2,0.1247110199296921,0.2417784944490999,0.2194131782671219,0.022365316181978012,0.11706747451940781
RF01_lsp-topo-area_ndvi,hill_q1,0.1573422947683077,0.3830437863730266,0.3607281264725361,0.022315659900490503,0.22570149160471892
RF06_curve_all-topo-area,lcbd_cover,0.247812589943569,0.3426826437512105,0.3206458384306198,0.022036805320590713,0.09487005380764149
RF03_curve-topo-area_kndvi,pcoa1_cover,0.3157200168044764,0.3882167361286221,0.36672659308871,0.021490143039912146,0.0724967193241457
RF03_curve-topo-area_evi,hill_q2,0.1384348176091111,0.3273415977213903,0.3061965966014082,0.021145001119982132,0.1889067801122792
B02_area,lcbd_pa,0.2063480400474258,0.3562345830612031,0.3351229646054268,0.021111618455776304,0.1498865430137773
RF01_lsp-topo-area_kndvi,lcbd_pa,0.3115875886293928,0.501434622233719,0.4807519129876248,0.020682709246094222,0.18984703360432625
B02_area,hill_q2,-0.0156018913624658,0.0399807225458885,0.0203384001919479,0.019642322353940596,0.0555826139083543
MLP02_curve_kndvi,hill_q0,0.3000991755370805,0.5653441414674164,0.5458371030740158,0.019507038393400622,0.2652449659303359
RF03_curve-topo-area_ndvi,lcbd_pa,0.3392448305167419,0.4957870680392033,0.4764628287076856,0.019324239331517723,0.15654223752246138
RF01_lsp-topo-area_kndvi,hill_q1,0.1592709736723591,0.3933784345160173,0.374700380287813,0.01867805422820429,0.2341074608436582
RF01_lsp-topo-area_evi,hill_q2,0.1237960644718264,0.2746181207657129,0.2561704117145745,0.018447709051138406,0.1508220562938865
RF03_curve-topo-area_savi,pcoa1_cover,0.3149192425203957,0.4043321691013687,0.3862325138384621,0.018099655262906633,0.089412926580973
B02_area,pcoa2_pa,-0.0732611869696392,0.1907248766490986,0.1728725822168607,0.017852294432237903,0.2639860636187378
B02_area,pcoa1_cover,-0.1436607491838112,0.014571198410616,-0.003072037343939,0.017643235754555,0.15823194759442719
RF06_curve_all-topo-area,lcbd_pa,0.3643958309081803,0.5102638217603538,0.4934505159122448,0.016813305848108973,0.1458679908521735
RF03_curve-topo-area_kndvi,lcbd_pa,0.3523308898961986,0.5028493481561833,0.4861654609690464,0.016683887187136925,0.15051845825998472
RF03_curve-topo-area_nbr,pcoa1_cover,0.3122467376098066,0.4083463738971657,0.3925635740368308,0.01578279986033493,0.09609963628735912
RF03_curve-topo-area_ndvi,hill_q1,0.203016550951238,0.4165403984538671,0.4011317661579094,0.01540863229595768,0.2135238475026291
RF03_curve-topo-area_kndvi,hill_q1,0.2192477166522557,0.4286884380226715,0.4140049232483191,0.014683514774352369,0.20944072137041578
RF01_lsp-topo-area_nbr,hill_q1,0.1968602346484106,0.3810529864155348,0.3668978029119896,0.014155183503545221,0.1841927517671242
B00_area,pcoa1_pa,-0.0657511750901355,-0.005501797599093,-0.0196190401710287,0.014117242571935699,0.060249377491042505
C2D11_pxcube_kndvi,pcoa1_pa,0.3787203872009583,0.5135191469142698,0.4994911445761953,0.014028002338074497,0.1347987597133115
B01_topo-area,pcoa1_cover,0.1527785755888762,0.2582688686330627,0.2450944263267309,0.013174442306331802,0.1054902930441865
MLP02_curve_kndvi,hill_q1,0.1818773057847984,0.4150599310719746,0.4020319033523568,0.013028027719617807,0.23318262528717618
